Cor2 Halo,Cor2 Pa,Cor2 Tf,Cor2 Time,Cor2 Ts,Cor2 Type,Cor2 Vmax,Cor2 Vmin,Cor2 Vsigma,Cor2 V,Cor2 Width,Document Index (generated),Fl Endtime,Fl Goes,Fl Loc,Fl Peaktime,Fl Starttime,Fl Tf,Fl Ts,Fl Type,Hel Id,Hi Pan,Hi Pas,Hi Sc,Hi Time,Number of Records per fcast.json,Number of Records,Smart Bipolesep,Smart Bmax,Smart Bmean,Smart Bmin,Smart Frcflx,Smart Hglatlon,Smart Limb,Smart Negarea,Smart Negflx,Smart Posarea,Smart Posflx,Smart Psllen,Smart Rvalue,Smart Time,Smart Totarea,Smart Totflx,Smart Wlsg,Srs Area,Srs Hale,Srs Ll,Srs Loc,Srs Mcintosh,Srs Nn,Srs No,Srs Time,Abs Neg Dedt In,Abs Neg Dedt Sh,Abs Neg Dhdt In,Abs Neg Dhdt Sh,Abs Tot Dedt,Abs Tot Dedt In,Abs Tot Dedt In Plus Sh,Abs Tot Dedt Sh,Abs Tot Dhdt,Abs Tot Dhdt In,Abs Tot Dhdt In Plus Sh,Abs Tot Dhdt Sh,Alpha,ave (FC data.sharp kw.hgradbh),ave (FC data.sharp kw.hz),ave (FC data.sharp kw.jz),ave (FC data.sharp kw.usflux),ave (FC data.sharp kw.ushz),ave (FC data.sharp kw.usiz),Fc Data Q,Fit R,Ising Energy,kurtosis (FC data.sharp kw.hgradbh),kurtosis (FC data.sharp kw.hz),kurtosis (FC data.sharp kw.jz),kurtosis (FC data.sharp kw.usflux),kurtosis (FC data.sharp kw.ushz),kurtosis (FC data.sharp kw.usiz),L Over Min Hmin,L Over Minhmin,Lmax Over Hmin,max (FC data.sharp kw.hgradbh),max (FC data.sharp kw.hz),max (FC data.sharp kw.jz),max (FC data.sharp kw.usflux),max (FC data.sharp kw.ushz),max (FC data.sharp kw.usiz),Max L Over Hmin,Maxl Over Hmin,median (FC data.sharp kw.hgradbh),median (FC data.sharp kw.hz),median (FC data.sharp kw.jz),median (FC data.sharp kw.usflux),median (FC data.sharp kw.ushz),median (FC data.sharp kw.usiz),Num Neg,Num Pos,Pos Dedt In,Pos Dedt Sh,Pos Dhdt In,Pos Dhdt Sh,R Value Blos Logr,R Value Br Logr,Sigma,skewness (FC data.sharp kw.hgradbh),skewness (FC data.sharp kw.hz),skewness (FC data.sharp kw.jz),skewness (FC data.sharp kw.usflux),skewness (FC data.sharp kw.ushz),skewness (FC data.sharp kw.usiz),stddev (FC data.sharp kw.hgradbh),stddev (FC data.sharp kw.hz),stddev (FC data.sharp kw.jz),stddev (FC data.sharp kw.usflux),stddev (FC data.sharp kw.ushz),stddev (FC data.sharp kw.usiz),Tot L Over Hmin,Tot Len Pil,Tot Uns Dedt,Tot Uns Dedt In,Tot Uns Dedt Sh,Tot Uns Dhdt,Tot Uns Dhdt In,Tot Uns Dhdt Sh,total (FC data.sharp kw.hgradbh),total (FC data.sharp kw.hz),total (FC data.sharp kw.jz),total (FC data.sharp kw.usflux),total (FC data.sharp kw.ushz),total (FC data.sharp kw.usiz),Value Int,Value Tot
IV,241,48:42.0,25:02.4,13:00.0,CME,961,328,156,568,188,584,10:36.0,,S38W47,07:50.0,06:40.0,03:19.3,58:09.9,hessi,HCME_B__20140122_01,340,205,B,06:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,238,48:42.0,25:01.9,13:00.0,CME,1041,265,176,520,118,585,33:00.0,C1.5, ,38:00.0,26:00.0,03:18.8,58:09.4,swpc,HCME_B__20140126_01,265,205,B,06:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,264,32:42.0,25:01.7,57:00.0,CME,694,431,77,522,30,586,36:00.0,C8.0,S14E79,27:00.0,06:00.0,03:18.6,58:09.2,swpc,HCME_B__20140128_01,305,210,B,50:00.0,1,1,23.05809212,3445.500732,0.414383948,-3101.363525,-0.057379,S14E77,IV,321.5272827,1.08E+22,277.600769,9.25E+21,159.3684998,295775,22:09.8,599.1280518,2.65E+22,132862.4844,120,Beta,6,S14E76,Dso,1,1967,30:00.0,94.41191864,102.9757538,19.74497795,76.54036713,122.1117325,56.26999283,,65.84173584,70.55103302,8.097143173,70.55104065,62.45389557,-1.878610134,102.5964279,0.000443623,3.700098753,3.62E+17,0.016489578,988926528,5.006304191,-0.955051124,501690.9063,10.9691391,399.0261536,3.521796227,#NAME?,503.6723938,#NAME?,,,,1572.141113,2.417724609,123.8645325,3.91E+18,2.417724609,19320162304,,,82.50266266,-0.000795612,0.779565036,1.91E+17,0.00777989,500973056,74892,56326,38.14192581,37.13401413,27.84212112,138.9942627,4.89115715,5.347313881,0.072888412,1.749294758,1.929696679,0.975019693,#NAME?,15.94823647,1.919932723,74.76425171,0.045460869,11.17617893,Infinity,0.042379934,1210783616,,1897,272.6636353,132.5538483,140.1097717,263.1217346,47.58709717,215.5346375,6640554,28.71347618,239488.8906,2.34E+22,1067.287964,6.40083E+13,126352.2656,134468.4531
 ,0,47:42.0, ,12:00.0, ,0,0,0,0,0,587,16:00.0,C3.3,S11E80,12:00.0,08:00.0,50:16.9,45:07.5,swpc,HCME_A__20140128_01,135,160,A,05:00.0,1,1,17.87762642,3351.70459,20.2725811,-2196.703857,0.073901728,S14E74,IV,575.3731079,1.48E+22,584.472229,1.81E+22,263.3922424,413130.0938,10:10.0,1159.845337,4.45E+22,206583.9531,120,Beta,6,S14E76,Dso,1,1967,30:00.0,0,0,0,0,0,0,,0,0,0,0,0,-2.044283152,104.4461746,-0.002156987,1.421073198,4.74E+17,0.031462204,868832704,0,-0.983722329,54187.63672,208.0906372,734.9039917,104.323082,#NAME?,855.1083374,#NAME?,,41.59999847,,3764.046143,6.050251961,240.9291687,4.20E+18,6.050251961,43161841664,41.59999847,41.59999847,84.43518829,-0.000868958,0.598320842,2.27E+17,0.010659909,582027840,105268,73831,0,0,0,0,4.963179111,5.598130703,0.047047324,10.46150208,-1.430969954,-1.210690737,#NAME?,21.66877556,10.24703026,107.3987503,0.106369779,10.39865398,Infinity,0.101633213,1089894528,111.046608,2721,0,0,0,0,0,0,11049883,-228.1984558,150342.4375,5.02E+22,3328.543945,9.19182E+13,174188.8125,181555.2344
 ,122,47:42.0,24:00.0,12:00.0,CME,297,183,36,255,26,588,14:12.0,C4.2,N07E71,11:42.0,57:36.0,02:16.9,57:07.5,hessi,HCME_A__20140129_01,90,160,A,05:00.0,1,1,55.95150375,2184.606689,9.582057953,-2166.104492,0.060093626,N09E66,IV,480.3497009,1.08E+22,699.2352905,1.36E+22,200.2868652,196269.7813,58:10.0,1179.584961,4.64E+22,94867.20313,100,Beta,12,N10E65,Eao,5,1968,30:00.0,0,0,0,0,0,0,,0,0,0,0,0,-1.978544116,85.93495941,-0.000964631,-0.08697021,6.48E+17,0.027373251,556131392,0,-0.993247986,105761.7656,5.916318893,34.65803528,5.098607063,#NAME?,50.7154007,#NAME?,,4.542552948,,698.5192871,0.708739758,54.63504028,2.98E+18,0.813121378,7255773184,4.542552948,1.982758522,68.43807221,-0.000141695,-0.146305293,5.52E+17,0.014375768,411363392,38301,52400,0,0,0,0,4.082436562,4.42107296,0.02911495,1.916116118,-1.437772155,0.179717094,#NAME?,5.744264603,2.653939486,67.51193237,0.053199217,5.869490623,Infinity,0.045627445,546316992,15.38475037,974,0,0,0,0,0,0,5629685,-63.19391632,-5697.505371,4.25E+22,1793.249023,3.64327E+13,33763.22656,35316.29688
 ,0,11:42.0, ,36:00.0, ,0,0,0,0,0,589,41:00.0,M1.1,S12E52,11:00.0,54:00.0,14:16.9,09:07.5,swpc,HCME_A__20140130_01,60,160,A,29:00.0,1,1,46.93136597,3058.320557,-8.084679604,-2149.678711,-0.052554332,S14E54, ,1315.086792,2.99E+22,974.4561157,2.52E+22,554.0839844,322083.0938,22:10.2,2289.542725,8.93E+22,592580.9375,980,Beta-Gamma-Delta,18,S14E55,Fkc,29,1967,30:00.0,644.5076904,829.5012207,110.8589401,213.9907227,1367.663574,598.2197266,,769.4439087,60.91506958,16.13115692,60.91507721,44.78392029,-1.832328081,134.6874847,-0.006453105,0.053045932,7.02E+17,0.06233795,1046974400,0,-0.99293828,4102.035156,46.72797012,106.0013199,17.64147759,#NAME?,133.1388092,#NAME?,,,,3515.648682,3.636566877,156.4970703,4.11E+18,5.285233974,33045665792,,,107.0230637,-4.62E-05,-0.073152021,5.06E+17,0.021285797,709047168,62928,70404,46.28794861,60.05730438,94.7277832,169.2068024,5.221483231,5.168497086,0.027802709,4.132675648,-3.100382328,-0.330003738,#NAME?,8.551917076,4.265515327,114.4308319,0.159879953,12.1073246,Infinity,0.147367567,1220347008,,2977,1580.354248,690.7956543,889.5585327,588.7842407,205.586731,383.1975098,17150700,-821.7190552,6754.709961,8.94E+22,7937.927734,1.33319E+14,147317.0625,151032.75
 ,23,31:42.0,54:00.0,56:00.0,CME,595,357,57,462,64,590,53:00.0,M1.1,N06E35,42:00.0,32:00.0,32:16.9,27:07.5,swpc,HCME_A__20140131_01,30,80,A,49:00.0,1,1,89.24404907,1631.889282,1.555619836,-1562.84668,0.005588509,N12E35, ,344.6329346,6.08E+21,354.6933289,6.24E+21,61.67654038,33265.25,34:10.1,699.3262329,2.91E+22,35957.17578,160,Beta-Gamma,11,N09E41,Eao,12,1968,30:00.0,0,0,0,0,0,0,,0,0,0,0,0,-1.563067436,137.3253937,0.001574307,-0.090965189,5.81E+17,0.043927543,1086145536,0,-0.994524479,30934.9707,5.201309204,13.53813171,2.188261509,#NAME?,22.58542252,#NAME?,,1.527272701,,946.2387085,0.878064156,96.37012482,2.94E+18,0.941976488,12798379008,1.527272701,1.527272701,118.2214508,0.000718459,-0.068786062,4.76E+17,0.024957931,858542016,28644,32374,0,0,0,0,4.147281647,3.305706978,0.02069308,1.691611409,-0.459286034,0.125477165,#NAME?,3.659434319,1.87785995,91.73486328,0.073189847,10.79653645,Infinity,0.058562897,936106688,2.366020203,490,0,0,0,0,0,0,6262587,71.79471588,-4148.376465,2.65E+22,2003.271606,4.95326E+13,12763.20117,13443.21484
 ,102, 2-Feb-2014 12:11:42.000, 2-Feb-2014 09:54:00.005, 2-Feb-2014 00:36:00.000,CME,625,480,38,568,74,591, 2-Feb-2014 09:36:00.000,M4.4,S11E13, 2-Feb-2014 09:31:00.000, 2-Feb-2014 09:24:00.000, 2-Feb-2014 09:32:16.880, 2-Feb-2014 08:27:07.505,swpc,HCME_A__20140202_01,40,160,A, 2-Feb-2014 13:29:00.000,1,1,50.13824081,3154.379639,13.60351181,-2335.165771,0.064388126,S13E14, ,916.8386841,2.24E+22,1141.053955,2.75E+22,345.3710327,265821.8125, 2-Feb-2014 09:22:10.400,2057.892578,7.93E+22,317860.8438,1410,Beta-Gamma-Delta,18,S13E16,Fkc,86,1967, 2-Feb-2014 00:30:00.000,0,0,0,0,0,0,,0,0,0,0,0,-1.75011611,182.8631744,-0.019173995,0.1790905,6.59E+17,0.092518881,1385494912,0,-0.995798051,12704.1543,149.1218414,302.9820862,137.1957245,#NAME?,342.0851746,#NAME?,,8.460000038,,7421.834473,16.77651596,512.5767822,6.34E+18,16.77651596,95270600704,12.63333321,12.63333321,138.7325439,-0.000158302,-0.038212948,3.89E+17,0.019947879,889862336,70138,79834,0,0,0,0,5.429118633,5.303244591,0.020440144,8.532720566,2.260289192,-1.085253954,#NAME?,13.34544087,10.86423397,200.7845917,0.317525446,19.14771271,Infinity,0.304352224,2132439808,34.38271713,1975,0,0,0,0,0,0,22130650,-2320.494385,21674.07031,7.97E+22,11196.91211,1.67677E+14,131163.0781,133158.9531
 ,126, 3-Feb-2014 00:11:42.000, 2-Feb-2014 18:54:00.009, 2-Feb-2014 12:36:00.000,CME,357,245,38,312,14,592, 2-Feb-2014 18:18:00.000,M3.1,S11E09, 2-Feb-2014 18:11:00.000, 2-Feb-2014 18:05:00.000, 2-Feb-2014 18:32:16.884, 2-Feb-2014 17:27:07.509,swpc,HCME_A__20140203_01,100,160,A, 3-Feb-2014 01:29:00.000,1,1,50.47257614,2791.336914,18.20942497,-2425.900391,0.084442727,S13E09, ,894.9414063,2.22E+22,1218.807495,2.90E+22,287.796051,298836.9688, 2-Feb-2014 17:58:10.200,2113.748779,8.03E+22,309677.25,1410,Beta-Gamma-Delta,18,S13E16,Fkc,86,1967, 2-Feb-2014 00:30:00.000,0,0,0,0,0,0,,0,0,0,0,0,-1.738722205,179.5817719,-0.018577995,0.148627207,6.41E+17,0.083877005,1319666432,0,-0.997135401,17744.89453,199.0272369,166.733139,184.6043396,#NAME?,188.462738,#NAME?,,6.185184956,,7430.274414,8.149806976,899.4505615,6.10E+18,9.86397934,1.19451E+11,7.466666698,7.466666698,137.0069733,-0.000153268,-0.007641924,3.73E+17,0.018194716,844475840,74339,81755,0,0,0,0,5.479011059,5.271536827,0.016749976,10.35054874,-1.9978441,-1.212538481,#NAME?,10.59767723,12.51062679,207.583847,0.27218926,18.66894722,Infinity,0.259608805,2099017984,30.50391388,1894,0,0,0,0,0,0,22434074,-2320.837402,18567.10547,8.01E+22,10478.25098,1.64858E+14,129136.7031,130485.8516
 ,254, 3-Feb-2014 21:32:42.000, 3-Feb-2014 14:25:00.650, 3-Feb-2014 09:57:00.000,CME,390,284,25,328,42,593, 3-Feb-2014 13:44:00.000,C6.5,S10W03, 3-Feb-2014 13:34:00.000, 3-Feb-2014 13:21:00.000, 3-Feb-2014 14:03:17.525, 3-Feb-2014 12:58:08.150,swpc,HCME_B__20140203_01,265,225,B, 3-Feb-2014 22:50:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,300,Beta-Gamma,13,N10E03,Ekc,35,1968, 3-Feb-2014 00:30:00.000,46.24107361,70.04810333,4.062378883,6.866373062,107.4376831,40.31620789,,67.12147522,1.333454609,0.409674168,1.333454609,0.923780441,-1.575286269,167.806839,-0.003891566,0.24727492,4.93E+17,0.04407876,1160854400,0,-0.992397726,29163.04883,7.752250671,53.91600418,8.0052948,#NAME?,72.80116272,#NAME?,,0.613924026,,1564.512939,1.971662521,161.6701355,3.21E+18,1.971662521,21470504960,1.000000119,0.5,137.8334961,-0.000213083,0.099358343,3.38E+17,0.016558081,857961280,35014,32716,5.924865246,2.926628351,3.652704716,5.942592621,4.33459425,3.941438913,0.024810577,2.008013248,0.516938508,0.528051734,#NAME?,6.48671627,3.158080339,125.1926193,0.096007742,12.34002876,Infinity,0.085380249,1157238912,3.997164965,562,125.1406708,52.16593933,72.97473145,20.52404976,7.715083599,12.80896568,8883023,-206.0039368,13089.74512,2.61E+22,2333.353271,6.1451E+13,19896.27148,20083.89648
 ,102, 4-Feb-2014 02:51:42.000, 3-Feb-2014 22:24:00.005, 3-Feb-2014 15:16:00.000,CME,892,260,193,625,74,594, 3-Feb-2014 21:54:08.000,,S10W08, 3-Feb-2014 21:51:54.000, 3-Feb-2014 21:51:24.000, 3-Feb-2014 22:02:16.880, 3-Feb-2014 20:57:07.505,hessi,HCME_A__20140204_01,75,160,A, 4-Feb-2014 04:09:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,57, 6-Feb-2014 10:51:42.000, 6-Feb-2014 03:54:00.005, 5-Feb-2014 23:16:00.000,CME,480,240,75,357,52,595, 6-Feb-2014 03:00:00.000,C3.4,S12W39, 6-Feb-2014 02:51:00.000, 6-Feb-2014 02:31:00.000, 6-Feb-2014 03:32:16.880, 6-Feb-2014 02:27:07.505,swpc,HCME_A__20140206_01,30,85,A, 6-Feb-2014 12:09:00.000,1,1,64.0170517,2259.619873,24.08890152,-2161.504639,0.133877516,S13W31, ,710.0407715,1.64E+22,1223.761597,2.67E+22,227.2328033,171431.2813, 6-Feb-2014 02:46:10.600,1933.802368,7.67E+22,211687.0625,1500,Beta-Gamma-Delta,19,S12W38,Fkc,82,1967, 6-Feb-2014 00:30:00.000,368.7748718,526.2644043,47.56577683,75.20938873,885.6358643,364.4002075,,521.2356567,31.4974556,11.55583954,31.4974556,19.94161606,-0.700200617,132.7823792,0.002122043,1.898116827,4.43E+17,0.04224097,1305747840,10.89283768,-0.775261521,0,4.208194733,11.95487976,2.011111736,#NAME?,17.37337494,#NAME?,,0,,601.9015503,0.350417316,49.58096695,1.15E+18,0.426223934,6662580224,0,0,111.3389587,0.004497301,2.120328426,4.21E+17,0.025931219,1002816320,0,1659,4.374668121,5.028761387,36.00993729,55.26777268,0,0,0.07364928,1.66476047,-1.567165375,-0.44739759,#NAME?,3.676710129,1.718062282,87.59806061,0.071986914,13.05456924,,0.058254573,1164581760,0,0,904.442688,373.1495361,531.2931519,214.052887,83.57571411,130.4771576,27220.38672,0.435018867,389.1139526,9.07E+19,8.659399033,2.67678E+11,0,0
 ,115, 8-Feb-2014 04:51:42.000, 7-Feb-2014 21:54:00.006, 7-Feb-2014 17:16:00.000,CME,500,304,52,403,48,596, 7-Feb-2014 21:21:32.000,,S09E52, 7-Feb-2014 21:18:26.000, 7-Feb-2014 21:15:56.000, 7-Feb-2014 21:32:16.881, 7-Feb-2014 20:27:07.506,hessi,HCME_A__20140208_01,90,160,A, 8-Feb-2014 06:09:00.000,1,1,52.40058899,2301.564941,-21.24048424,-1461.860596,-0.01256662,S12E53, ,397.53479,6.95E+21,252.7042847,6.61E+21,124.4252625,51493.92578, 7-Feb-2014 21:10:10.600,650.2390747,2.64E+22,92317.55469,170,Beta,8,S12E62,Dso,13,1974, 7-Feb-2014 00:30:00.000,0,0,0,0,0,0,,0,0,0,0,0,-1.770077109,133.7327118,0.00969635,-0.216538072,6.84E+17,0.049162209,971833600,0,-0.993623972,44464.08594,11.38461113,50.90237427,19.31334496,#NAME?,79.32258606,#NAME?,,2.829268456,,1505.897827,2.370782852,184.5329895,3.96E+18,2.370782852,24506789888,2.829268456,0.690476239,108.6352921,0.00120022,-0.330823541,5.35E+17,0.024327105,732246976,36045,16405,0,0,0,0,4.323344707,4.36642313,0.025304373,2.355111837,2.635866404,1.29186058,#NAME?,6.199891567,4.682451248,102.1613464,0.095241971,10.44446278,Infinity,0.082146958,990104256,13.27146912,926,0,0,0,0,0,0,5391300.5,390.8986816,-8729.515625,2.76E+22,1981.925293,3.91785E+13,38030.24609,39418.96094
IV,245, 8-Feb-2014 04:52:42.000, 7-Feb-2014 23:24:59.835, 7-Feb-2014 17:17:00.000,CME,657,198,123,390,124,597, 7-Feb-2014 22:07:04.000,,N06E40, 7-Feb-2014 22:03:02.000, 7-Feb-2014 21:58:32.000, 7-Feb-2014 23:03:16.710, 7-Feb-2014 21:58:07.335,hessi,HCME_B__20140208_01,305,225,B, 8-Feb-2014 06:10:00.000,1,1,43.83988953,1328.582886,1.212447643,-1968.033081,-0.055548567,N06E39, ,117.4830246,2.69E+21,118.7633057,2.16E+21,44.90640259,15686.55176, 7-Feb-2014 21:58:10.600,236.2463379,9.60E+21,29917.84375,30,Beta,4,N06E51,Cro,6,1973, 7-Feb-2014 00:30:00.000,549.5574951,655.3189087,90.91995239,213.2110901,1106.022217,505.1385803,,600.883667,41.3170929,18.7752533,41.3170929,22.5418396,-1.744422436,153.5941467,-0.008647379,0.329094231,6.13E+17,0.049425673,1104685312,0.802681753,-0.987076044,11403.97266,8.728918076,51.73967362,9.641842842,#NAME?,72.08121491,#NAME?,,12.4333334,,1305.61792,0.815182388,78.90744782,3.46E+18,1.696590185,21719758848,12.4333334,12.4333334,126.3281708,-0.000321505,0.735891521,4.61E+17,0.022398448,800687552,8230,11046,44.41890335,54.43522263,109.6952057,235.7529297,3.937104702,3.567036152,0.035680871,2.180209875,-4.574155807,-0.993522763,#NAME?,6.815238476,3.315337658,114.7278061,0.104948051,11.89333534,Infinity,0.092983253,1129729664,13.40331459,402,1303.730469,593.9763794,709.7541504,649.5792236,200.6151581,448.9640198,2846560.25,-160.2618866,6099.103516,1.14E+22,916.0059814,2.04731E+13,10219.51953,10634.08594
IV,276, 9-Feb-2014 18:52:42.000, 9-Feb-2014 16:54:59.478, 9-Feb-2014 07:17:00.000,CME,961,337,161,625,258,598, 9-Feb-2014 16:52:00.000,M1.0,S17E88, 9-Feb-2014 16:17:00.000, 9-Feb-2014 15:40:00.000, 9-Feb-2014 16:33:16.353, 9-Feb-2014 15:28:06.978,swpc,HCME_B__20140209_01,320,205,B, 9-Feb-2014 20:10:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,80,31:42.0,24:00.0,56:00.0,CME,961,219,239,384,118,599,13:36.0,,N01E09,56:42.0,43:40.0,02:16.9,57:07.5,hessi,HCME_A__20140211_01,35,100,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,80,51:42.0,24:00.0,16:00.0,CME,961,219,239,384,118,600,13:36.0,,N01E09,56:42.0,43:40.0,02:16.9,57:07.5,hessi,HCME_A__20140211_02,30,160,A,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,129,51:42.0,24:00.0,16:00.0,CME,625,520,42,595,20,601,10:16.0,,S11W00,02:02.0,57:44.0,02:16.9,57:07.5,hessi,HCME_A__20140212_01,30,160,A,09:00.0,1,1,63.95109558,1751.313721,-9.685255051,-1591.681763,-0.049811784,S12W03, ,502.3940735,1.01E+22,394.7133484,8.53E+21,256.7642517,83395.02344,58:11.2,897.1074219,3.16E+22,211173.5,320,Beta-Gamma-Delta,16,S12E01,Fsc,42,1974,30:00.0,0,0,0,0,0,0,,0,0,0,0,0,-1.712779045,203.1236572,-0.007041518,0.192090333,5.07E+17,0.067898884,1353213184,0,-0.985021651,62041.59766,7.226713181,79.35037231,19.6713562,#NAME?,93.85489655,#NAME?,,7.800000191,,2275.04126,3.675748825,173.6354523,3.25E+18,4.132306099,35933626368,7.800000191,4.099999905,157.790329,-4.47E-05,0.172508046,2.77E+17,0.013639735,876521600,32611,29140,0,0,0,0,4.953086376,4.701500893,0.037774604,1.9753654,-1.953799129,-0.828064919,#NAME?,7.579311848,4.453585625,165.97612,0.185845301,16.15110588,Infinity,0.173150182,1664404608,36.1864624,1304,0,0,0,0,0,0,11342425,-393.1983643,10726.32422,2.83E+22,3791.473877,7.55634E+13,63916.60156,67210.8125
 ,216,31:42.0,54:58.9,56:00.0,CME,462,240,56,347,74,602,39:00.0,C7.9,S10W03,34:00.0,29:00.0,33:15.8,28:06.4,swpc,HCME_B__20140212_01,260,205,B,49:00.0,1,1,64.88566589,1819.421265,-5.237111092,-1627.833496,-0.020718494,S12W06, ,511.2947083,1.01E+22,434.1676025,9.42E+21,331.1779785,90153.32813,22:11.1,945.4623413,3.31E+22,212000.0156,50,Beta,7,N04W18,Cao,13,1973,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,121,51:42.0,24:00.0,16:00.0,CME,500,312,70,337,20,603,39:00.0,C7.9,N04W25,34:00.0,29:00.0,02:16.9,57:07.5,swpc,HCME_A__20140213_01,85,160,A,09:00.0,1,1,53.34616852,841.0864868,2.953831911,-1479.22522,0.004974875,N05W24, ,85.24003601,1.79E+21,120.9164658,1.83E+21,17.64093208,8380,22:11.1,206.1564941,8.32E+21,1191.707031,50,Beta,7,N04W18,Cao,13,1973,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,289,31:42.0,24:58.8,56:00.0,CME,462,109,88,333,56,604,30:00.0,C5.9,S12W09,16:00.0,01:00.0,03:15.7,58:06.3,swpc,HCME_B__20140213_01,335,280,B,49:00.0,1,1,66.63567352,1876.307983,0.331670165,-1701.124512,0.041449208,S12W12, ,500.1591797,9.73E+21,500.4115906,1.12E+22,289.1634216,97531.3125,10:11.1,1000.570801,3.46E+22,217911.3125,320,Beta-Gamma-Delta,16,S12E01,Fsc,42,1974,30:00.0,2237.337402,1455.62854,88.07797241,185.0302429,3647.466309,2217.584717,,1429.881348,76.88540649,85.18589783,93.48638916,8.300491333,-1.795329809,210.7481232,0.002821409,0.193206191,5.62E+17,0.079824172,1548755840,0,-0.986165881,75215.17188,6.756270409,49.65426254,11.96773911,#NAME?,58.49438095,#NAME?,,10.66666603,,2057.754395,3.766380548,205.8596497,3.64E+18,3.766380548,27339067392,10.66666603,10.66666603,169.0513458,1.21E-06,0.043672424,3.21E+17,0.018580543,1039066240,34363,31770,19.75260162,25.74715805,173.2638702,176.7297516,5.110088348,4.847020149,0.038019583,1.93863368,1.168334961,0.481148839,#NAME?,6.220149994,3.756888628,163.4620361,0.205457658,17.93760872,Infinity,0.189345986,1810203264,29.39368248,1521,3738.46582,2257.090088,1481.375732,623.1018066,261.3418579,361.7600098,13002948,174.0781097,11920.62891,3.46E+22,4925.071777,9.55567E+13,84630.11719,87239.47656
 ,311,51:42.0,24:58.4,16:00.0,CME,337,271,18,297,84,605,18:56.0,,S14W33,13:30.0,12:28.0,03:15.3,58:05.9,hessi,HCME_B__20140215_01,335,230,B,09:00.0,1,1,76.34869385,2006.519409,20.86744309,-1941.952515,0.153643087,S13W33, ,576.6976318,1.13E+22,741.2949829,1.86E+22,253.6185608,129504.0547,10:11.3,1317.992676,4.72E+22,218588.6563,780,Beta-Gamma-Delta,17,S07W25,Fkc,47,1974,30:00.0,998.1114502,987.0484619,110.9888153,294.9989014,1909.017578,964.15979,,944.8578491,41.64453125,17.57920837,76.802948,59.22373962,-1.755082726,173.1822662,-0.00219448,0.106693655,5.85E+17,0.058049686,1186961920,0,-0.994565487,92984.89063,21.97977448,1031.717163,48.58213806,#NAME?,1294.526611,#NAME?,,3.901960611,,3475.217529,15.20884323,522.9262085,4.58E+18,15.20884323,69446909952,5.099999905,5.099999905,132.7066803,-0.000105558,0.062234115,3.62E+17,0.0172939,792422272,40017,43042,33.9516716,42.19062042,128.5680237,235.7751617,5.227066994,4.897646904,0.02333314,3.118225574,12.07596684,0.906921208,#NAME?,21.35188866,6.465523243,152.4921112,0.16870293,14.56890488,Infinity,0.158427656,1528038144,25.61682701,1797,2061.302246,1032.06311,1029.239136,770.3309326,239.556839,530.7740479,14900429,-188.8108826,9179.81543,5.03E+22,4994.537109,1.02125E+14,80955.03125,83979.71094
