Cor2 Halo,Cor2 Pa,Cor2 Tf,Cor2 Time,Cor2 Ts,Cor2 Type,Cor2 Vmax,Cor2 Vmin,Cor2 Vsigma,Cor2 V,Cor2 Width,Document Index (generated),Fl Endtime,Fl Goes,Fl Loc,Fl Peaktime,Fl Starttime,Fl Tf,Fl Ts,Fl Type,Hel Id,Hi Pan,Hi Pas,Hi Sc,Hi Time,Number of Records per fcast.json,Number of Records,Smart Bipolesep,Smart Bmax,Smart Bmean,Smart Bmin,Smart Frcflx,Smart Hglatlon,Smart Limb,Smart Negarea,Smart Negflx,Smart Posarea,Smart Posflx,Smart Psllen,Smart Rvalue,Smart Time,Smart Totarea,Smart Totflx,Smart Wlsg,Srs Area,Srs Hale,Srs Ll,Srs Loc,Srs Mcintosh,Srs Nn,Srs No,Srs Time,Abs Neg Dedt In,Abs Neg Dedt Sh,Abs Neg Dhdt In,Abs Neg Dhdt Sh,Abs Tot Dedt,Abs Tot Dedt In,Abs Tot Dedt In Plus Sh,Abs Tot Dedt Sh,Abs Tot Dhdt,Abs Tot Dhdt In,Abs Tot Dhdt In Plus Sh,Abs Tot Dhdt Sh,Alpha,ave (FC data.sharp kw.hgradbh),ave (FC data.sharp kw.hz),ave (FC data.sharp kw.jz),ave (FC data.sharp kw.usflux),ave (FC data.sharp kw.ushz),ave (FC data.sharp kw.usiz),Fc Data Q,Fit R,Ising Energy,kurtosis (FC data.sharp kw.hgradbh),kurtosis (FC data.sharp kw.hz),kurtosis (FC data.sharp kw.jz),kurtosis (FC data.sharp kw.usflux),kurtosis (FC data.sharp kw.ushz),kurtosis (FC data.sharp kw.usiz),L Over Min Hmin,L Over Minhmin,Lmax Over Hmin,max (FC data.sharp kw.hgradbh),max (FC data.sharp kw.hz),max (FC data.sharp kw.jz),max (FC data.sharp kw.usflux),max (FC data.sharp kw.ushz),max (FC data.sharp kw.usiz),Max L Over Hmin,Maxl Over Hmin,median (FC data.sharp kw.hgradbh),median (FC data.sharp kw.hz),median (FC data.sharp kw.jz),median (FC data.sharp kw.usflux),median (FC data.sharp kw.ushz),median (FC data.sharp kw.usiz),Num Neg,Num Pos,Pos Dedt In,Pos Dedt Sh,Pos Dhdt In,Pos Dhdt Sh,R Value Blos Logr,R Value Br Logr,Sigma,skewness (FC data.sharp kw.hgradbh),skewness (FC data.sharp kw.hz),skewness (FC data.sharp kw.jz),skewness (FC data.sharp kw.usflux),skewness (FC data.sharp kw.ushz),skewness (FC data.sharp kw.usiz),stddev (FC data.sharp kw.hgradbh),stddev (FC data.sharp kw.hz),stddev (FC data.sharp kw.jz),stddev (FC data.sharp kw.usflux),stddev (FC data.sharp kw.ushz),stddev (FC data.sharp kw.usiz),Tot L Over Hmin,Tot Len Pil,Tot Uns Dedt,Tot Uns Dedt In,Tot Uns Dedt Sh,Tot Uns Dhdt,Tot Uns Dhdt In,Tot Uns Dhdt Sh,total (FC data.sharp kw.hgradbh),total (FC data.sharp kw.hz),total (FC data.sharp kw.jz),total (FC data.sharp kw.usflux),total (FC data.sharp kw.ushz),total (FC data.sharp kw.usiz),Value Int,Value Tot
 ,242,31:42.0,24:24.8,56:00.0,CME,568,204,102,390,82,295,18:00.0,C5.3,S27W33,06:00.0,54:00.0,02:41.7,57:32.3,swpc,HCME_B__20120418_02,280,200,B,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,40,Beta,6,S26W36,Dso,5,1463,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,230,11:42.0,24:24.6,36:00.0,CME,625,543,24,595,86,296,46:44.0,,S29W44,31:38.0,31:08.0,02:41.5,57:32.1,hessi,HCME_B__20120419_01,275,205,B,29:00.0,1,1,27.69932556,1773.339111,34.01661682,-1041.95752,0.206879929,S26W46, ,83.54088593,1.37E+21,156.483139,3.48E+21,60.86444092,32067.95117,34:20.7,240.0240326,1.02E+22,63035.46484,40,Beta,6,S26W36,Dso,5,1463,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,132,51:42.0,24:00.0,16:00.0,CME,431,290,49,348,14,297,13:00.0,C1.8,S26W87,05:00.0,59:00.0,02:16.9,57:07.5,swpc,HCME_A__20120422_01,100,160,A,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,50,Beta,3,S26W79,Cso,3,1463,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,111,51:42.0,24:00.0,16:00.0,CME,961,320,179,595,56,298,15:00.0,C1.0,S19E89,13:00.0,09:00.0,02:16.9,57:07.5,swpc,HCME_A__20120423_01,40,145,A,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0,N12W06, ,0,1461,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,271,51:42.0,54:23.7,16:00.0,CME,735,297,109,480,100,299,00:00.0,C3.7,N14E82,45:00.0,38:00.0,32:40.6,27:31.2,swpc,HCME_B__20120424_01,320,230,B,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,10,Alpha,1,N14E72,Hsx,2,1467,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,96,31:42.0,54:00.0,56:00.0,CME,403,186,65,271,54,300,00:00.0,C3.7,N14E82,45:00.0,38:00.0,32:16.9,27:07.5,swpc,HCME_A__20120424_01,40,130,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,10,Alpha,1,N14E72,Hsx,2,1467,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,291,11:42.0,54:23.2,36:00.0,CME,390,195,42,284,60,301,40:24.0,,N13W36,30:26.0,29:08.0,32:40.0,27:30.7,hessi,HCME_B__20120428_01,325,255,B,29:00.0,1,1,57.23173142,1307.040527,8.086032867,-1560.321655,-0.042920843,N11W31, ,144.9863281,3.08E+21,144.1154633,2.49E+21,40.07925034,19080.70508,22:21.8,289.1018066,1.37E+22,16200.04785,90,Beta,7,N12W26,Csi,9,1466,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,103,31:42.0,24:00.0,56:00.0,CME,347,158,53,260,72,302,33:24.0,,S20E89,27:30.0,25:36.0,02:16.9,57:07.5,hessi,HCME_A__20120428_01,70,145,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,40,Beta,3,S17E61,Cso,3,1470,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,222, 4-May-2012 07:31:42.000, 3-May-2012 23:54:22.270, 3-May-2012 19:56:00.000,CME,357,240,29,290,58,303, 3-May-2012 22:36:12.000,,S28W53, 3-May-2012 22:31:06.000, 3-May-2012 22:29:48.000, 3-May-2012 23:32:39.145, 3-May-2012 22:27:29.770,hessi,HCME_B__20120504_01,260,205,B, 4-May-2012 08:49:00.000,1,1,53.58439255,1938.366211,8.513151169,-1363.509644,0.100346953,S22W54, ,328.0233154,5.32E+21,423.0978699,8.51E+21,51.85405731,50445.99609, 3-May-2012 22:22:22.600,751.1211548,3.18E+22,47802.54688,140,Beta-Gamma,15,S23W39,Eso,12,1469, 3-May-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,289, 6-May-2012 02:51:42.000, 5-May-2012 19:24:22.039, 5-May-2012 15:16:00.000,CME,277,215,20,240,32,304, 5-May-2012 18:30:00.000,C3.7,N09E71, 5-May-2012 18:28:00.000, 5-May-2012 18:24:00.000, 5-May-2012 19:02:38.914, 5-May-2012 17:57:29.539,swpc,HCME_B__20120506_01,320,290,B, 6-May-2012 04:09:00.000,1,1,49.24814606,4508.15625,44.19905472,-3477.045898,0.270359755,N10E72,IV,441.8586121,1.92E+22,993.7752075,3.66E+22,140.9405975,345038.3125, 5-May-2012 18:22:22.700,1435.633789,6.43E+22,288824.8438,360,Beta,7,N09E67,Dko,3,1476, 6-May-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,77, 7-May-2012 02:51:42.000, 7-May-2012 01:24:00.004, 6-May-2012 15:16:00.000,CME,735,297,147,625,124,305, 7-May-2012 00:39:00.000,C1.3,N12E60, 7-May-2012 00:36:00.000, 7-May-2012 00:33:00.000, 7-May-2012 01:02:16.879, 6-May-2012 23:57:07.504,swpc,HCME_A__20120507_01,30,160,A, 7-May-2012 04:09:00.000,1,1,69.35552216,2524.248291,36.63850784,-2687.312988,0.17399919,N10E60,IV,687.4643555,2.13E+22,1388.005371,3.40E+22,301.9142761,217251.9531, 7-May-2012 00:34:23.000,2075.469727,7.28E+22,196201.4844,760,Beta-Gamma,16,N10E63,Fhi,25,1476, 7-May-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,274, 7-May-2012 23:31:42.000, 7-May-2012 22:24:21.794, 7-May-2012 11:56:00.000,CME,568,390,47,462,86,306, 7-May-2012 21:41:00.000,B7.4, , 7-May-2012 21:36:00.000, 7-May-2012 21:33:00.000, 7-May-2012 22:02:38.669, 7-May-2012 20:57:29.294,swpc,HCME_B__20120508_01,320,220,B, 8-May-2012 00:49:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,50, 8-May-2012 16:11:42.000, 8-May-2012 10:54:00.010, 8-May-2012 04:36:00.000,CME,657,240,108,397,78,307, 8-May-2012 09:59:24.000,,N17W02, 8-May-2012 09:47:42.000, 8-May-2012 09:33:16.000, 8-May-2012 10:32:16.885, 8-May-2012 09:27:07.510,hessi,HCME_A__20120508_01,30,85,A, 8-May-2012 17:29:00.000,1,1,55.33270264,701.0007324,27.0749836,-1178.346558,0.049151726,N16W01, ,20.69305611,3.28E+20,35.71378326,4.67E+20,1.955757499,5204.05127, 8-May-2012 09:46:23.200,56.40684128,2.83E+21,4395.272461,0,Alpha,1,N13E03,Axx,1,1474, 8-May-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,32, 9-May-2012 01:31:42.000, 8-May-2012 17:24:00.005, 8-May-2012 13:56:00.000,CME,390,260,36,312,66,308, 8-May-2012 16:02:52.000,,N12E34, 8-May-2012 15:59:42.000, 8-May-2012 15:58:28.000, 8-May-2012 17:02:16.880, 8-May-2012 15:57:07.505,hessi,HCME_A__20120509_01,30,70,A, 9-May-2012 02:49:00.000,1,1,73.6044693,1792.64978,10.99320507,-2150.9375,-0.009045778,N10E39, ,680.0012817,1.75E+22,873.8677368,1.71E+22,245.0335693,115146.5703, 8-May-2012 15:58:23.100,1553.869141,5.10E+22,212767.8281,810,Beta-Gamma,16,N10E48,Fkc,25,1476, 8-May-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,96,31:42.0, 9-May-2012 22:24:00.006, 9-May-2012 15:56:00.000,CME,543,284,86,342,14,309, 9-May-2012 21:09:00.000,M4.1,N11E23, 9-May-2012 21:05:00.000, 9-May-2012 21:01:00.000, 9-May-2012 22:02:16.881, 9-May-2012 20:57:07.506,swpc,HCME_A__20120510_01,75,129,A,49:00.0,1,1,72.7169342,2108.083008,2.092370033,-2576.683105,-0.060869817,N11E24, ,694.953186,1.85E+22,784.6245728,1.55E+22,189.436676,102440, 9-May-2012 20:58:23.300,1479.577759,4.98E+22,188202.9375,940,Beta-Gamma-Delta,17,N11E35,Fkc,33,1476, 9-May-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,250,11:42.0, 9-May-2012 18:24:21.600, 9-May-2012 16:36:00.000,CME,431,304,50,335,10,310, 9-May-2012 17:17:00.000,B7.7, , 9-May-2012 17:14:00.000, 9-May-2012 17:10:00.000, 9-May-2012 18:02:38.475, 9-May-2012 16:57:29.100,swpc,HCME_B__20120510_01,310,205,B,29:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,35,51:42.0,54:00.0,16:00.0,CME,312,223,28,271,20,311,44:00.0,C4.7,N08E10,40:00.0,34:00.0,32:16.9,27:07.5,swpc,HCME_A__20120510_02,30,110,A,09:00.0,1,1,69.63232422,1919.87207,3.543489218,-2392.061035,-0.064643733,N11E15, ,715.5924683,1.82E+22,767.1030884,1.50E+22,229.3546143,142670.6094,34:23.4,1482.695679,4.98E+22,214725.25,1050,Beta-Gamma-Delta,19,N10E22,Fkc,35,1476,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,51:42.0, ,16:00.0, ,0,0,0,0,0,312,02:44.0,,N10E03,55:58.0,51:48.0,54:16.9,49:07.5,hessi,HCME_A__20120511_01,40,130,A,09:00.0,1,1,68.74177551,1906.728394,0.522293389,-2728.760254,-0.076990165,N11E06, ,765.7353516,1.90E+22,780.1171875,1.51E+22,257.0760193,138712.5938,46:23.6,1545.852539,5.10E+22,220768.4531,1040,Beta-Gamma-Delta,20,N12E08,Fkc,50,1476,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,258,31:42.0,54:21.4,56:00.0,CME,1136,192,318,863,114,313,33:00.0,C3.2,N05W10,44:00.0,02:00.0,32:38.3,27:28.9,swpc,HCME_B__20120512_01,320,200,B,49:00.0,1,1,70.30042267,1588.664673,-5.291343212,-2399.237061,-0.119532265,N10W04, ,768.5612793,1.81E+22,681.8220825,1.24E+22,198.7116394,105814.5469,10:23.6,1450.383301,4.74E+22,161670.9375,1040,Beta-Gamma-Delta,20,N12E08,Fkc,50,1476,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,340,31:42.0,24:21.2,56:00.0,CME,568,367,50,446,106,314,23:28.0,,N09W31,20:18.0,19:12.0,02:38.1,57:28.7,hessi,HCME_B__20120514_01,330,290,B,49:00.0,1,1,74.13505554,1405.832642,-7.628628731,-2160.270996,-0.176693693,N10W28, ,691.520752,1.66E+22,551.6080322,8.80E+21,200.1624756,72317.03125,22:23.7,1243.128784,4.43E+22,126314.375,960,Beta-Gamma-Delta,20,N11W18,Fkc,40,1476,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,51,51:42.0,54:00.0,16:00.0,CME,657,347,84,520,56,315,06:28.0,,N16E28,47:42.0,47:00.0,32:16.9,27:07.5,hessi,HCME_A__20120516_01,25,80,A,09:00.0,1,1,57.01782608,1444.647949,-8.599650383,-2009.498535,-0.181200087,N14E22, ,240.3960419,5.75E+21,165.786972,2.75E+21,54.62835312,30248.00781,46:23.9,406.1830139,1.66E+22,37623.48828,50,Beta,4,N14E35,Cso,4,1482,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,226,51:42.0,54:21.1,16:00.0,CME,1785,543,423,1041,46,316,04:52.0,,N08W68,00:58.0,00:08.0,32:37.9,27:28.6,hessi,HCME_B__20120516_01,260,205,B,09:00.0,1,1,53.76945114,2211.854004,3.454344988,-2781.44043,-0.11389713,N09W60,IV,725.0708618,2.24E+22,768.7495728,1.50E+22,82.71823883,167063.0938,58:24.2,1493.820435,6.57E+22,41218.65625,260,Beta,17,N10W56,Fho,12,1476,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,52,11:42.0,54:00.0,36:00.0,CME,1785,158,456,1041,174,317,14:00.0,M5.1,N11W76,47:00.0,25:00.0,32:16.9,27:07.5,swpc,HCME_A__20120517_01,20,155,A,29:00.0,1,1,70.38705444,3928.096924,-17.98056603,-3648.053223,-0.265646428,N09W70,IV,1627.513672,5.38E+22,901.5757446,2.55E+22,383.5750732,419986,58:24.2,2529.089355,1.07E+23,79869.23438,230,Beta,15,N13W73,Cao,3,1476,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,323,51:42.0,24:21.0,16:00.0,CME,1562,178,319,781,352,318,14:00.0,M5.1,N11W76,47:00.0,25:00.0,02:37.9,57:28.5,swpc,HCME_B__20120517_01,325,200,B,09:00.0,1,1,70.38705444,3928.096924,-17.98056603,-3648.053223,-0.265646428,N09W70,IV,1627.513672,5.38E+22,901.5757446,2.55E+22,383.5750732,419986,58:24.2,2529.089355,1.07E+23,79869.23438,230,Beta,15,N13W73,Cao,3,1476,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,51:42.0, ,16:00.0, ,0,0,0,0,0,319,39:04.0,,N11E13,37:26.0,36:04.0,54:16.9,49:07.5,hessi,HCME_A__20120519_01,20,60,A,09:00.0,1,1,60.95000458,1909.446533,5.159452915,-1578.528198,0.048174929,N11E12, ,255.9184113,4.97E+21,256.528656,5.83E+21,14.42675877,13641.78516,34:24.3,512.4470825,1.80E+22,9625.707031,230,Beta,9,N09E24,Dai,15,1484,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,51:42.0, ,16:00.0, ,0,0,0,0,0,320,38:52.0,,N15W22,33:46.0,31:40.0,54:16.9,49:07.5,hessi,HCME_B__20120519_01,330,270,B,09:00.0,1,1,43.09441376,1461.49939,-10.0620203,-1656.270386,-0.163566604,N15W21, ,307.7119141,7.60E+21,247.026535,4.52E+21,41.83598328,14926.43457,34:24.5,554.7384644,1.88E+22,22087.0918,230,Beta,8,N15W17,Dai,18,1482,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,68,51:42.0,54:00.0,16:00.0,CME,735,148,160,462,122,321,45:12.0,,N09W64,44:10.0,43:36.0,32:16.9,27:07.5,hessi,HCME_A__20120525_01,20,105,A,09:00.0,1,1,44.69036484,1943.372681,-26.77820206,-2237.140625,-0.160009742,N10W66,IV,653.7001343,1.56E+22,368.7967834,8.63E+21,157.4014282,78153.08594,46:24.8,1022.496887,4.39E+22,89034.35938,240,Beta,11,N11W56,Eai,13,1484,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,281,11:42.0,54:20.7,36:00.0,CME,595,195,127,357,48,322,38:12.0,,N12W70,31:22.0,28:56.0,32:37.6,27:28.2,hessi,HCME_B__20120525_01,330,265,B,29:00.0,1,1,41.05645752,1846.109863,-28.14943504,-2185.440674,-0.16112791,N10W68,IV,693.284668,1.69E+22,415.3331299,9.22E+21,195.5635681,91042.33594,22:24.9,1108.617798,4.79E+22,136495.5469,190,Beta,5,N15W84,Cso,3,1482,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,271,11:42.0,54:20.7,36:00.0,CME,297,116,51,176,48,323,59:08.0,,N12W76,57:06.0,56:24.0,32:37.6,27:28.2,hessi,HCME_B__20120525_02,305,240,B,29:00.0,1,1,45.04733658,1941.806152,-41.34375382,-2819.356934,-0.2791197,N10W72,IV,966.7514648,2.79E+22,490.6933899,1.16E+22,239.7852173,242803.0469,58:25.0,1457.444824,5.82E+22,193067.5781,150,Beta,8,N09W68,Dso,8,1484,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,120,31:42.0,54:00.0,56:00.0,CME,320,271,20,301,26,324,33:16.0,,S13E82,30:14.0,28:40.0,32:16.9,27:07.5,hessi,HCME_A__20120526_01,30,155,A,49:00.0,1,1,35.90275192,2926.085205,-53.54796219,-3008.880859,-0.370568246,S13E75,IV,618.9602051,2.01E+22,272.1560364,7.32E+21,161.933136,144944.8594,22:24.9,891.1162109,3.44E+22,148624.625,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,65,31:42.0,24:00.0,56:00.0,CME,694,223,98,410,124,325,44:28.0,C3.1*,S11E62,29:42.0,24:08.0,02:16.9,57:07.5,hessi,HCME_A__20120527_01,20,115,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,160,Beta,9,S40E31,Dso,5,1492,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,31:42.0, ,56:00.0, ,0,0,0,0,0,326,07:00.0,C1.0, ,50:00.0,36:00.0,34:16.9,29:07.5,swpc,HCME_B__20120530_01,330,310,B,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,91, 2-Jun-2012 00:51:42.000, 1-Jun-2012 23:24:00.005, 1-Jun-2012 13:16:00.000,CME,625,403,48,532,88,327, 1-Jun-2012 23:02:00.000,C3.3, , 1-Jun-2012 22:41:00.000, 1-Jun-2012 22:30:00.000, 1-Jun-2012 23:02:16.880, 1-Jun-2012 21:57:07.505,swpc,HCME_A__20120602_01,45,155,A, 2-Jun-2012 02:09:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,305, 2-Jun-2012 04:51:42.000, 1-Jun-2012 20:24:20.718, 1-Jun-2012 17:16:00.000,CME,431,160,65,277,52,328, 1-Jun-2012 19:43:00.000,C1.8,N13W81, 1-Jun-2012 19:40:00.000, 1-Jun-2012 19:37:00.000, 1-Jun-2012 20:02:37.593, 1-Jun-2012 18:57:28.218,swpc,HCME_B__20120602_01,330,265,B, 2-Jun-2012 06:09:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0,N12W73, ,0,1488, 1-Jun-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,153, 3-Jun-2012 21:31:42.000, 3-Jun-2012 12:54:00.005, 3-Jun-2012 09:56:00.000,CME,568,235,72,337,100,329, 3-Jun-2012 11:59:20.000,,S23E47, 3-Jun-2012 11:57:42.000, 3-Jun-2012 11:41:16.000, 3-Jun-2012 12:32:16.880, 3-Jun-2012 11:27:07.505,hessi,HCME_A__20120603_02,90,155,A, 3-Jun-2012 22:49:00.000,1,1,71.42215729,1988.243896,13.38187695,-687.065979,0.205434874,S19E43, ,95.67803192,1.25E+21,155.381485,3.72E+21,71.67831421,16897.07422, 3-Jun-2012 11:34:25.700,251.0595245,1.21E+22,30484.50195,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,49, 5-Jun-2012 07:31:42.000, 5-Jun-2012 04:24:00.006, 4-Jun-2012 19:56:00.000,CME,892,781,50,892,24,330, 5-Jun-2012 03:13:32.000,,N16E06, 5-Jun-2012 03:05:14.000, 5-Jun-2012 02:58:20.000, 5-Jun-2012 04:02:16.881, 5-Jun-2012 02:57:07.506,hessi,HCME_A__20120605_01,45,110,A, 5-Jun-2012 08:49:00.000,1,1,90.50814819,1589.065063,-15.70054913,-1973.456909,-0.071881898,N11E19, ,715.7034302,1.24E+22,517.5599365,8.61E+21,71.54221344,47650.49609, 5-Jun-2012 02:58:25.800,1233.263306,5.28E+22,34064.44922,180,Beta,11,N13E08,Esi,10,1493, 5-Jun-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,82, 6-Jun-2012 23:31:42.000, 6-Jun-2012 21:54:00.005, 6-Jun-2012 11:56:00.000,CME,431,245,58,316,30,331, 6-Jun-2012 21:48:00.000,C1.2,N16E14, 6-Jun-2012 21:32:00.000, 6-Jun-2012 21:28:00.000, 6-Jun-2012 21:32:16.880, 6-Jun-2012 20:27:07.505,swpc,HCME_A__20120607_01,35,150,A, 7-Jun-2012 00:49:00.000,1,1,110.8223419,1374.54248,-6.370573997,-1610.241943,-0.005545125,N10E05, ,431.3876038,6.38E+21,405.7744446,6.17E+21,103.2313004,43512.07813, 6-Jun-2012 21:22:25.800,837.1621094,3.89E+22,39940.89453,30,Beta,13,N15E18,Ero,10,1499, 6-Jun-2012 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
